0.0,0.0
0.306,1.02
0.787,1.15
1.074,1.388
1.351,1.386
1.479,1.01
1.687,0.834
1.883,0.769
2.065,0.777
2.261,0.657
2.245,0.471
2.465,0.346
2.385,0.085
2.093,0.055
2.077,-0.246
2.285,-0.66
2.073,-0.725
1.574,-0.319
1.44254,-0.10318
0.61404,0.18162
0.0,1.0
