0.0,0.0
0.537,1.4065
0.9114,1.5085
0.8214,1.3903
0.976,1.2758
1.4926,1.3856
1.5013,1.2476
1.7309,1.1448
1.7556,0.9831
1.8945,0.8489
1.9308,0.7227
2.034,0.6319
1.9994,0.4781
2.1859,0.3202
2.0646,0.1508
2.1052,-0.0464
1.9869,-0.0699
1.8577,-0.2511
1.6124,-0.1562
1.5534,-0.2034
1.4423,-0.1126
1.3165,-0.1953
1.0865,-0.0333
0.7118,0.5625
0.0,1.0
